<<<<<<< HEAD
,Date,Open,High,Low ,Close
Mo,17/9/2018,0.2796,0.2834,0.2669,0.267
,,0,,,
Fr,14/9/2018,0.279,0.2848,0.2723,0.2791
Th,13/9/2018,0.268,0.2854,0.2657,0.279
We,12/9/2018,0.2586,0.2729,0.2534,0.268
Tu,11/9/2018,0.2657,0.2745,0.2533,0.2585
Mo,10/9/2018,0.2823,0.2847,0.2602,0.2656
,,0,,,
Fr,7/9/2018,0.299,0.3039,0.2811,0.2934
Th,6/9/2018,0.2945,0.3046,0.2685,0.299
We,5/9/2018,0.3307,0.333,0.2828,0.2945
Tu,4/9/2018,0.3367,0.3407,0.3285,0.3307
Mo,3/9/2018,0.342,0.3434,0.333,0.3368
,,0,,,
Fr,31/8/2018,0.3323,0.3405,0.3276,0.3364
Th,30/8/2018,0.3465,0.3479,0.3231,0.3323
We,29/8/2018,0.3505,0.3544,0.339,0.3466
Tu,28/8/2018,0.3296,0.3572,0.3287,0.3505
Mo,27/8/2018,0.3231,0.331,0.3216,0.3296
,,0,,,
Fr,24/8/2018,0.3196,0.3294,0.3156,0.3245
Th,23/8/2018,0.316,0.3265,0.3125,0.3196
We,22/8/2018,0.3312,0.3541,0.3108,0.316
Tu,21/8/2018,0.3417,0.342,0.3135,0.3312
Mo,20/8/2018,0.3378,0.35,0.3285,0.3417
,,0,,,
Fr,17/8/2018,0.2927,0.3393,0.2873,0.3357
Th,16/8/2018,0.2882,0.3013,0.2757,0.2927
We,15/8/2018,0.2612,0.302,0.2609,0.2882
Tu,14/8/2018,0.2791,0.28,0.2472,0.2612
Mo,13/8/2018,0.2992,0.3093,0.2771,0.2791
,,0,,,
Fr,10/8/2018,0.347,0.3504,0.3228,0.3229
Th,9/8/2018,0.3336,0.3578,0.3254,0.347
We,8/8/2018,0.3889,0.3889,0.3202,0.3336
Tu,7/8/2018,0.4191,0.4194,0.3876,0.3889
Mo,6/8/2018,0.4287,0.4373,0.4183,0.4192
,,0,,,
Fr,3/8/2018,0.4331,0.446,0.426,0.4377
Th,2/8/2018,0.4391,0.4485,0.4304,0.4331
We,1/8/2018,0.4317,0.4623,0.427,0.4391
Tu,31/7/2018,0.4444,0.4471,0.4273,0.4317
Mo,30/7/2018,0.4537,0.4564,0.4347,0.4444
,,0,,,
Fr,27/7/2018,0.4577,0.4598,0.4444,0.4572
Th,26/7/2018,0.4651,0.469,0.4566,0.4576
We,25/7/2018,0.4517,0.4679,0.4515,0.4651
Tu,24/7/2018,0.4438,0.4689,0.4373,0.4517
Mo,23/7/2018,0.4602,0.4636,0.4419,0.4438
,,0,,,
Fr,20/7/2018,0.4764,0.4817,0.4305,0.439
Th,19/7/2018,0.4831,0.4943,0.472,0.4765
We,18/7/2018,0.5096,0.5233,0.4773,0.4831
Tu,17/7/2018,0.4691,0.516,0.4688,0.5096
Mo,16/7/2018,0.4467,0.4742,0.4431,0.4691
,,0,,,
Fr,13/7/2018,0.4345,0.4448,0.4249,0.436
Th,12/7/2018,0.4472,0.4491,0.4312,0.4345
We,11/7/2018,0.4485,0.451,0.4395,0.4473
Tu,10/7/2018,0.4748,0.4813,0.4416,0.4485
Mo,9/7/2018,0.4836,0.4864,0.4709,0.4748
,,0,,,
Fr,6/7/2018,0.4745,0.4811,0.4594,0.4738
Th,5/7/2018,0.5045,0.5048,0.4694,0.4745
We,4/7/2018,0.4956,0.5066,0.4753,0.5045
Tu,3/7/2018,0.4909,0.5193,0.4874,0.4956
Mo,2/7/2018,0.4568,0.4952,0.4528,0.4908
,,0,,,
Fr,29/6/2018,0.4553,0.4559,0.4244,0.4338
Th,28/6/2018,0.4678,0.4757,0.4534,0.4553
We,27/6/2018,0.4685,0.4739,0.4483,0.4678
Tu,26/6/2018,0.478,0.4821,0.4658,0.4686
Mo,25/6/2018,0.4783,0.4914,0.4727,0.478
,,0,,,
Fr,22/6/2018,0.5326,0.5354,0.4771,0.4821
Th,21/6/2018,0.5396,0.5485,0.5307,0.5326
We,20/6/2018,0.5406,0.5501,0.5235,0.5396
Tu,19/6/2018,0.5413,0.5614,0.5349,0.5409
Mo,18/6/2018,0.5282,0.5506,0.5094,0.5411
,,0,,,
Fr,15/6/2018,0.5643,0.5676,0.5352,0.5416
Th,14/6/2018,0.519,0.5664,0.5146,0.5643
We,13/6/2018,0.551,0.5612,0.5045,0.5189
Tu,12/6/2018,0.5769,0.6,0.5441,0.551
Mo,11/6/2018,0.5904,0.5934,0.5539,0.5769
,,0,,,
Fr,8/6/2018,0.6716,0.6797,0.658,0.6753
Th,7/6/2018,0.6713,0.6878,0.6683,0.6716
We,6/6/2018,0.6778,0.6808,0.6556,0.6713
Tu,5/6/2018,0.6618,0.6848,0.634,0.6778
Mo,4/6/2018,0.6578,0.704,0.6349,0.6618
,,0,,,
Fr,1/6/2018,0.6134,0.6189,0.6035,0.6109
Th,31/5/2018,0.5877,0.6205,0.5858,0.6134
We,30/5/2018,0.6065,0.6262,0.5831,0.5877
Tu,29/5/2018,0.5712,0.6087,0.5446,0.6065
Mo,28/5/2018,0.6012,0.6084,0.5646,0.5712
,,0,,,
Fr,25/5/2018,0.631,0.6337,0.5946,0.607
Th,24/5/2018,0.6051,0.6378,0.5778,0.631
We,23/5/2018,0.6553,0.6555,0.575,0.6045
Tu,22/5/2018,0.6764,0.6801,0.6541,0.6553
Mo,21/5/2018,0.7002,0.7063,0.67,0.6764
,,0,,,
Fr,18/5/2018,0.6701,0.683,0.6471,0.6784
Th,17/5/2018,0.6817,0.7109,0.6696,0.6701
We,16/5/2018,0.6997,0.7005,0.6607,0.6817
Tu,15/5/2018,0.7422,0.7484,0.6909,0.6997
Mo,14/5/2018,0.7315,0.7494,0.6895,0.7422
,,0,,,
Fr,11/5/2018,0.7716,0.7751,0.65,0.6756
Th,10/5/2018,0.7957,0.8031,0.7679,0.7717
We,9/5/2018,0.8069,0.8168,0.7595,0.7957
Tu,8/5/2018,0.8377,0.8444,0.7908,0.8069
Mo,7/5/2018,0.8595,0.8642,0.7986,0.8377
,,0,,,
Fr,4/5/2018,0.8744,0.9261,0.8563,0.8978
Th,3/5/2018,0.8542,0.8904,0.8395,0.8744
We,2/5/2018,0.8263,0.8608,0.824,0.8542
Tu,1/5/2018,0.8379,0.8381,0.7818,0.8263
Mo,30/4/2018,0.8553,0.8755,0.827,0.8379
,,0,,,
Fr,27/4/2018,0.8397,0.8618,0.8102,0.8153
Th,26/4/2018,0.8187,0.8413,0.7616,0.8396
We,25/4/2018,0.93,0.9608,0.765,0.819
Tu,24/4/2018,0.8714,0.9426,0.8676,0.9304
Mo,23/4/2018,0.887,0.8934,0.843,0.8715
,,0,,,
Fr,20/4/2018,0.7417,0.9168,0.7413,0.9138
Th,19/4/2018,0.7136,0.7519,0.7041,0.7417
We,18/4/2018,0.6594,0.7206,0.6524,0.7136
Tu,17/4/2018,0.6572,0.6817,0.6507,0.6595
Mo,16/4/2018,0.6833,0.6954,0.6356,0.6572
,,0,,,
Fr,13/4/2018,0.6006,0.7077,0.5994,0.6495
Th,12/4/2018,0.4998,0.602,0.4984,0.5999
We,11/4/2018,0.4898,0.5038,0.4861,0.4998
Tu,10/4/2018,0.4772,0.4926,0.4766,0.4898
Mo,9/4/2018,0.4928,0.5113,0.4756,0.4772
,,0,,,
Fr,6/4/2018,0.491,0.4939,0.4588,0.468
Th,5/4/2018,0.4952,0.4975,0.475,0.491
We,4/4/2018,0.536,0.5528,0.4857,0.4952
Tu,3/4/2018,0.4831,0.5492,0.4826,0.536
Mo,2/4/2018,0.4794,0.5033,0.4716,0.4831
,,0,,,
Fr,30/3/2018,0.5101,0.5309,0.4708,0.4939
Th,29/3/2018,0.5719,0.5774,0.5098,0.5101
We,28/3/2018,0.5845,0.5894,0.565,0.5719
Tu,27/3/2018,0.5797,0.6066,0.5571,0.5844
Mo,26/3/2018,0.6336,0.6538,0.5749,0.5797
,,0,,,
Fr,23/3/2018,0.6424,0.6577,0.6136,0.6257
Th,22/3/2018,0.6777,0.6906,0.6214,0.6424
We,21/3/2018,0.7064,0.7153,0.661,0.6777
Tu,20/3/2018,0.669,0.7241,0.6579,0.7065
Mo,19/3/2018,0.5651,0.7047,0.5627,0.669
,,0,,,
Fr,16/3/2018,0.6795,0.7089,0.6577,0.6922
Th,15/3/2018,0.6977,0.7241,0.6277,0.68
We,14/3/2018,0.7699,0.7907,0.6901,0.6988
Tu,13/3/2018,0.7819,0.7987,0.7566,0.7697
Mo,12/3/2018,0.8242,0.8307,0.7636,0.7819
,,0,,,
Fr,9/3/2018,0.8165,0.8416,0.7318,0.7984
Th,8/3/2018,0.8594,0.8787,0.7929,0.8165
We,7/3/2018,0.9422,0.9466,0.7877,0.8597
Tu,6/3/2018,0.9668,0.9776,0.9011,0.9422
Mo,5/3/2018,0.9318,1.0846,0.9295,0.9673
,,0,,,
Fr,2/3/2018,0.9153,0.9206,0.885,0.9004
Th,1/3/2018,0.8995,0.9477,0.8743,0.9138
We,28/2/2018,0.9407,0.9466,0.8868,0.8996
Tu,27/2/2018,0.9259,0.958,0.9165,0.9411
Mo,26/2/2018,0.8882,0.9435,0.874,0.9259
,,0,,,
Fr,23/2/2018,0.888,0.9828,0.8516,0.9206
Th,22/2/2018,0.9412,0.9994,0.8613,0.888
We,21/2/2018,1.0597,1.0635,0.9366,0.9412
Tu,20/2/2018,1.1087,1.1326,1.0594,1.0601
Mo,19/2/2018,1.0991,1.1337,1.0637,1.1087
,,0,,,
Fr,16/2/2018,1.0931,1.12,1.0652,1.1108
Th,15/2/2018,1.1296,1.1475,1.0708,1.0945
We,14/2/2018,0.985,1.1554,0.9783,1.1306
Tu,13/2/2018,1.0512,1.0524,0.9662,0.985
Mo,12/2/2018,0.9655,1.0766,0.9553,1.0358
,,0,,,
Fr,9/2/2018,0.7439,0.9279,0.7379,0.8862
>>>>>>> 4bf05fd0e612dc3796e0be9eb476e9ea96940b06
Th,8/2/2018,0.7583,0.7882,0.7303,0.7442
